<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.08.28	23:10:00	3416.142	3416.293	3416.002	3416.186	148	0	160
2025.08.28	23:15:00	3416.190	3416.749	3416.096	3416.466	175	0	160
2025.08.28	23:20:00	3416.469	3416.601	3416.244	3416.506	168	0	160
2025.08.28	23:25:00	3416.505	3416.506	3415.602	3415.818	188	0	160
2025.08.28	23:30:00	3415.798	3416.218	3415.324	3415.662	262	0	160
2025.08.28	23:35:00	3415.661	3415.973	3415.192	3415.276	186	0	160
2025.08.28	23:40:00	3415.247	3415.559	3415.091	3415.175	138	0	160
2025.08.28	23:45:00	3415.182	3415.589	3414.969	3415.385	210	0	160
2025.08.28	23:50:00	3415.398	3415.891	3415.085	3415.687	232	0	160
2025.08.28	23:55:00	3415.635	3415.703	3414.759	3414.819	254	0	160
2025.08.29	00:00:00	3414.850	3416.393	3414.588	3416.261	484	0	160
2025.08.29	00:05:00	3416.264	3417.187	3415.618	3416.696	531	0	160
2025.08.29	00:10:00	3416.678	3417.562	3416.488	3417.214	317	0	160
2025.08.29	00:15:00	3417.285	3417.885	3415.335	3415.479	472	0	160
2025.08.29	00:20:00	3415.451	3415.451	3413.525	3413.597	429	0	160
2025.08.29	00:25:00	3413.600	3414.755	3413.015	3414.650	378	0	160
2025.08.29	00:30:00	3414.673	3415.289	3413.546	3413.877	433	0	160
2025.08.29	00:35:00	3413.911	3414.715	3413.641	3414.319	341	0	160
2025.08.29	00:40:00	3414.309	3414.640	3413.378	3413.716	324	0	160
2025.08.29	00:45:00	3413.735	3414.629	3413.059	3413.673	436	0	160
2025.08.29	00:50:00	3413.680	3415.213	3413.493	3414.583	427	0	160
2025.08.29	00:55:00	3414.554	3415.314	3413.337	3413.440	431	0	160
2025.08.29	01:00:00	3413.545	3413.667	3412.101	3412.262	626	0	160
2025.08.29	01:05:00	3412.290	3413.007	3411.335	3412.251	547	0	160
2025.08.29	01:10:00	3412.299	3412.417	3411.103	3411.915	466	0	160
2025.08.29	01:15:00	3411.829	3412.724	3411.152	3411.237	496	0	160
2025.08.29	01:20:00	3411.237	3411.477	3410.403	3410.708	446	0	160
2025.08.29	01:25:00	3410.691	3411.594	3409.713	3410.298	467	0	160
2025.08.29	01:30:00	3410.265	3410.630	3409.499	3409.563	500	0	160
2025.08.29	01:35:00	3409.538	3410.169	3407.972	3408.103	598	0	160
2025.08.29	01:40:00	3408.077	3410.726	3407.956	3410.535	506	0	160
2025.08.29	01:45:00	3410.428	3410.959	3409.536	3410.021	528	0	160
2025.08.29	01:50:00	3410.028	3410.792	3409.081	3409.890	515	0	160
2025.08.29	01:55:00	3409.879	3410.384	3409.291	3409.976	463	0	160
2025.08.29	02:00:00	3409.971	3411.880	3409.933	3411.629	565	0	160
2025.08.29	02:05:00	3411.605	3412.413	3410.892	3412.156	418	0	160
2025.08.29	02:10:00	3412.040	3412.876	3411.527	3412.818	405	0	160
2025.08.29	02:15:00	3412.816	3413.000	3411.591	3412.078	405	0	160
2025.08.29	02:20:00	3412.079	3413.147	3411.790	3412.827	373	0	160
2025.08.29	02:25:00	3412.818	3413.367	3411.970	3412.120	293	0	160
2025.08.29	02:30:00	3412.156	3413.096	3411.922	3412.043	413	0	160
2025.08.29	02:35:00	3412.051	3413.362	3412.041	3412.692	393	0	160
2025.08.29	02:40:00	3412.737	3414.019	3412.224	3413.577	443	0	160
2025.08.29	02:45:00	3413.567	3413.981	3412.010	3412.621	420	0	160
2025.08.29	02:50:00	3412.617	3413.452	3411.892	3412.024	435	0	160
2025.08.29	02:55:00	3412.030	3412.072	3410.975	3411.347	392	0	160
2025.08.29	03:00:00	3411.370	3412.225	3410.757	3411.788	428	0	160
2025.08.29	03:05:00	3411.792	3412.137	3411.075	3411.627	342	0	160
2025.08.29	03:10:00	3411.539	3412.003	3409.926	3410.091	387	0	160
2025.08.29	03:15:00	3410.087	3411.457	3410.083	3411.116	420	0	160
2025.08.29	03:20:00	3411.125	3411.835	3411.075	3411.379	297	0	160
2025.08.29	03:25:00	3411.342	3412.236	3411.007	3412.051	388	0	160
2025.08.29	03:30:00	3412.054	3412.278	3410.800	3411.185	408	0	160
2025.08.29	03:35:00	3411.215	3412.629	3411.071	3412.619	318	0	160
2025.08.29	03:40:00	3412.582	3413.577	3412.516	3412.516	337	0	160
2025.08.29	03:45:00	3412.590	3412.924	3412.241	3412.307	226	0	160
2025.08.29	03:50:00	3412.345	3412.502	3411.701	3411.837	256	0	160
2025.08.29	03:55:00	3411.816	3411.877	3410.864	3410.864	307	0	160
2025.08.29	04:00:00	3410.843	3411.547	3409.150	3409.556	425	0	160
2025.08.29	04:05:00	3409.598	3410.096	3408.634	3408.950	423	0	160
2025.08.29	04:10:00	3408.988	3409.787	3408.441	3409.457	398	0	160
2025.08.29	04:15:00	3409.448	3409.766	3408.665	3408.674	315	0	160
2025.08.29	04:20:00	3408.577	3408.672	3407.483	3408.563	451	0	160
2025.08.29	04:25:00	3408.555	3409.643	3408.322	3408.481	344	0	160
2025.08.29	04:30:00	3408.497	3409.032	3408.067	3408.468	299	0	160
2025.08.29	04:35:00	3408.481	3409.205	3408.365	3408.744	309	0	160
2025.08.29	04:40:00	3408.776	3409.219	3408.408	3408.642	271	0	160
2025.08.29	04:45:00	3408.659	3408.826	3408.306	3408.686	253	0	160
2025.08.29	04:50:00	3408.723	3409.386	3408.227	3408.353	400	0	160
2025.08.29	04:55:00	3408.374	3408.899	3407.994	3408.899	290	0	160
2025.08.29	05:00:00	3408.933	3409.175	3408.148	3408.270	363	0	160
2025.08.29	05:05:00	3408.270	3409.537	3408.261	3408.617	397	0	160
2025.08.29	05:10:00	3408.586	3408.729	3407.752	3407.752	290	0	160
2025.08.29	05:15:00	3407.694	3407.846	3407.289	3407.476	301	0	160
2025.08.29	05:20:00	3407.566	3407.808	3406.922	3407.671	287	0	160
2025.08.29	05:25:00	3407.596	3408.534	3407.596	3408.105	314	0	160
2025.08.29	05:30:00	3408.149	3409.279	3408.047	3409.246	355	0	160
2025.08.29	05:35:00	3409.259	3410.329	3408.858	3409.206	369	0	160
2025.08.29	05:40:00	3409.225	3409.700	3407.983	3409.586	343	0	160
2025.08.29	05:45:00	3409.553	3410.309	3409.336	3410.309	299	0	160
2025.08.29	05:50:00	3410.264	3410.562	3409.479	3410.374	341	0	160
2025.08.29	05:55:00	3410.380	3410.795	3409.725	3410.265	406	0	160
2025.08.29	06:00:00	3410.244	3412.616	3410.244	3412.616	506	0	160
2025.08.29	06:05:00	3412.583	3412.583	3411.113	3411.523	466	0	160
2025.08.29	06:10:00	3411.494	3411.978	3410.997	3411.540	351	0	160
2025.08.29	06:15:00	3411.525	3412.004	3411.323	3411.712	295	0	160
2025.08.29	06:20:00	3411.723	3412.330	3411.233	3411.535	331	0	160
2025.08.29	06:25:00	3411.522	3411.920	3411.350	3411.564	340	0	160
2025.08.29	06:30:00	3411.562	3411.719	3410.619	3411.073	404	0	160
2025.08.29	06:35:00	3410.975	3411.252	3409.680	3409.853	344	0	160
2025.08.29	06:40:00	3409.825	3410.277	3407.858	3409.392	471	0	160
2025.08.29	06:45:00	3409.417	3410.849	3408.605	3409.912	450	0	160
2025.08.29	06:50:00	3409.913	3410.522	3409.289	3410.381	367	0	160
2025.08.29	06:55:00	3410.454	3410.459	3409.718	3410.229	324	0	160
2025.08.29	07:00:00	3410.224	3412.661	3409.602	3411.784	433	0	160
2025.08.29	07:05:00	3411.790	3412.166	3410.728	3410.894	375	0	160
2025.08.29	07:10:00	3410.901	3410.997	3409.777	3409.793	372	0	160
2025.08.29	07:15:00	3409.796	3410.210	3408.242	3408.806	541	0	160
2025.08.29	07:20:00	3408.834	3409.252	3407.519	3408.203	503	0	160
2025.08.29	07:25:00	3408.249	3408.349	3406.777	3407.282	462	0	160
2025.08.29	07:30:00	3407.278	3408.306	3406.537	3407.074	566	0	160
2025.08.29	07:35:00	3407.066	3408.319	3406.582	3408.021	468	0	160
2025.08.29	07:40:00	3408.012	3410.305	3407.867	3409.848	430	0	160
2025.08.29	07:45:00	3409.866	3411.080	3409.701	3410.844	443	0	160
2025.08.29	07:50:00	3410.912	3411.929	3409.945	3411.805	435	0	160
2025.08.29	07:55:00	3411.736	3412.587	3411.012	3412.197	685	0	160
2025.08.29	08:00:00	3412.161	3413.070	3411.451	3412.915	425	0	160
2025.08.29	08:05:00	3412.908	3413.034	3411.280	3412.764	552	0	160
2025.08.29	08:10:00	3412.741	3414.029	3412.424	3413.882	472	0	160
2025.08.29	08:15:00	3413.893	3414.879	3412.684	3412.684	432	0	160
2025.08.29	08:20:00	3412.657	3413.451	3412.216	3412.233	499	0	160
2025.08.29	08:25:00	3412.251	3413.122	3412.160	3412.581	374	0	160
2025.08.29	08:30:00	3412.589	3413.701	3412.544	3413.071	435	0	160
2025.08.29	08:35:00	3413.104	3414.233	3412.895	3413.031	387	0	160
2025.08.29	08:40:00	3412.926	3413.028	3412.176	3412.860	337	0	160
2025.08.29	08:45:00	3412.864	3413.075	3412.055	3412.223	349	0	160
2025.08.29	08:50:00	3412.209	3412.257	3410.500	3411.343	512	0	160
2025.08.29	08:55:00	3411.368	3411.368	3409.775	3410.410	543	0	160
2025.08.29	09:00:00	3410.435	3410.695	3409.167	3410.008	508	0	160
2025.08.29	09:05:00	3409.990	3410.490	3409.113	3409.435	453	0	160
2025.08.29	09:10:00	3409.401	3409.607	3408.926	3409.480	399	0	160
2025.08.29	09:15:00	3409.524	3410.820	3409.120	3410.393	472	0	160
2025.08.29	09:20:00	3410.383	3411.016	3409.520	3409.995	450	0	160
2025.08.29	09:25:00	3409.977	3410.227	3408.566	3408.791	417	0	160
2025.08.29	09:30:00	3408.819	3409.016	3407.465	3407.465	572	0	160
2025.08.29	09:35:00	3407.435	3407.933	3406.979	3407.455	458	0	160
2025.08.29	09:40:00	3407.434	3408.750	3407.062	3408.078	484	0	160
2025.08.29	09:45:00	3408.076	3408.665	3407.762	3407.888	421	0	160
2025.08.29	09:50:00	3407.885	3408.323	3406.983	3407.464	406	0	160
2025.08.29	09:55:00	3407.542	3408.218	3406.844	3407.430	476	0	160
2025.08.29	10:00:00	3407.440	3407.997	3406.327	3406.667	478	0	160
2025.08.29	10:05:00	3406.669	3407.504	3406.405	3406.791	417	0	160
2025.08.29	10:10:00	3406.793	3408.851	3406.633	3406.719	513	0	160
2025.08.29	10:15:00	3406.697	3407.535	3406.195	3406.582	508	0	160
2025.08.29	10:20:00	3406.651	3406.901	3405.866	3406.535	383	0	160
2025.08.29	10:25:00	3406.557	3407.082	3406.216	3406.450	334	0	160
2025.08.29	10:30:00	3406.450	3406.900	3405.400	3406.624	366	0	160
2025.08.29	10:35:00	3406.603	3407.644	3406.603	3407.488	347	0	160
2025.08.29	10:40:00	3407.569	3407.727	3407.080	3407.156	282	0	160
2025.08.29	10:45:00	3407.177	3407.417	3406.817	3407.075	307	0	160
2025.08.29	10:50:00	3407.103	3407.103	3405.242	3405.468	339	0	160
2025.08.29	10:55:00	3405.509	3405.831	3404.684	3405.559	366	0	160
2025.08.29	11:00:00	3405.581	3405.993	3404.896	3405.438	357	0	160
2025.08.29	11:05:00	3405.452	3405.818	3404.501	3405.170	390	0	160
2025.08.29	11:10:00	3405.201	3405.201	3404.309	3404.977	322	0	160
2025.08.29	11:15:00	3405.049	3406.669	3404.839	3406.529	451	0	160
2025.08.29	11:20:00	3406.489	3406.763	3405.031	3405.581	354	0	160
2025.08.29	11:25:00	3405.597	3407.377	3405.502	3407.220	381	0	160
2025.08.29	11:30:00	3407.228	3408.387	3406.962	3408.267	380	0	160
2025.08.29	11:35:00	3408.274	3408.611	3407.347	3407.956	427	0	160
2025.08.29	11:40:00	3407.961	3408.197	3407.299	3408.147	391	0	160
2025.08.29	11:45:00	3408.135	3409.879	3407.723	3409.629	394	0	160
2025.08.29	11:50:00	3409.668	3411.314	3409.197	3410.828	524	0	160
2025.08.29	11:55:00	3410.841	3411.026	3409.068	3410.725	454	0	160
2025.08.29	12:00:00	3410.655	3411.073	3409.558	3410.190	394	0	160
2025.08.29	12:05:00	3410.147	3410.415	3409.327	3409.542	456	0	160
2025.08.29	12:10:00	3409.558	3409.874	3408.277	3408.769	509	0	160
2025.08.29	12:15:00	3408.760	3409.232	3406.708	3409.228	607	0	160
2025.08.29	12:20:00	3409.234	3410.943	3408.308	3408.843	601	0	160
2025.08.29	12:25:00	3408.884	3409.698	3407.792	3407.970	533	0	160
2025.08.29	12:30:00	3408.099	3412.554	3408.099	3411.749	1015	0	160
2025.08.29	12:35:00	3411.729	3413.646	3411.395	3412.956	1066	0	160
2025.08.29	12:40:00	3412.919	3414.287	3412.092	3412.710	1071	0	160
2025.08.29	12:45:00	3412.689	3415.569	3412.592	3415.289	1006	0	160
2025.08.29	12:50:00	3415.254	3415.998	3413.802	3415.679	779	0	160
2025.08.29	12:55:00	3415.703	3416.888	3415.404	3416.487	661	0	160
2025.08.29	13:00:00	3416.521	3418.354	3416.521	3417.371	881	0	160
2025.08.29	13:05:00	3417.393	3417.562	3413.653	3415.036	869	0	160
2025.08.29	13:10:00	3414.982	3419.328	3414.333	3418.662	922	0	160
2025.08.29	13:15:00	3418.702	3420.397	3417.822	3418.307	844	0	160
2025.08.29	13:20:00	3418.206	3419.157	3417.875	3417.980	699	0	160
2025.08.29	13:25:00	3417.893	3418.382	3416.340	3417.466	668	0	160
2025.08.29	13:30:00	3417.457	3421.128	3417.287	3420.861	959	0	160
2025.08.29	13:35:00	3420.941	3423.912	3420.540	3423.504	1168	0	160
2025.08.29	13:40:00	3423.512	3426.192	3423.223	3424.554	840	0	160
2025.08.29	13:45:00	3424.513	3425.835	3423.279	3425.054	1036	0	160
2025.08.29	13:50:00	3425.077	3426.880	3424.913	3426.452	833	0	160
2025.08.29	13:55:00	3426.395	3429.027	3426.252	3428.691	631	0	160
2025.08.29	14:00:00	3428.723	3431.544	3428.723	3431.509	1111	0	160
2025.08.29	14:05:00	3431.537	3433.309	3429.285	3432.399	1649	0	160
2025.08.29	14:10:00	3432.441	3437.346	3432.441	3435.270	1276	0	160
2025.08.29	14:15:00	3435.249	3436.805	3432.330	3433.046	1354	0	160
2025.08.29	14:20:00	3433.087	3435.671	3433.087	3434.382	1230	0	160
2025.08.29	14:25:00	3434.388	3436.403	3434.063	3435.890	982	0	160
2025.08.29	14:30:00	3435.852	3439.461	3435.852	3437.554	1273	0	160
2025.08.29	14:35:00	3437.508	3440.143	3436.794	3438.207	1238	0	160
2025.08.29	14:40:00	3438.243	3439.180	3436.086	3436.161	1205	0	160
2025.08.29	14:45:00	3436.209	3437.790	3433.339	3437.421	1235	0	160
2025.08.29	14:50:00	3437.463	3439.005	3436.453	3438.055	1082	0	160
2025.08.29	14:55:00	3438.079	3441.077	3437.623	3440.875	877	0	160
2025.08.29	15:00:00	3440.839	3441.481	3439.680	3440.805	938	0	160
2025.08.29	15:05:00	3440.840	3441.647	3438.953	3440.605	1048	0	160
2025.08.29	15:10:00	3440.574	3442.580	3440.002	3442.235	675	0	160
2025.08.29	15:15:00	3442.287	3445.634	3442.183	3444.872	1340	0	160
2025.08.29	15:20:00	3444.841	3446.176	3444.214	3445.053	947	0	160
2025.08.29	15:25:00	3445.014	3445.322	3442.477	3444.790	830	0	160
2025.08.29	15:30:00	3444.785	3446.040	3444.236	3444.664	644	0	160
2025.08.29	15:35:00	3444.646	3446.140	3444.646	3445.963	652	0	160
2025.08.29	15:40:00	3445.934	3447.603	3444.935	3447.193	841	0	160
2025.08.29	15:45:00	3447.156	3447.633	3445.976	3446.120	824	0	160
2025.08.29	15:50:00	3446.167	3447.589	3446.129	3446.566	930	0	160
2025.08.29	15:55:00	3446.550	3447.501	3444.938	3445.494	935	0	160
2025.08.29	16:00:00	3445.487	3447.296	3444.202	3446.064	1200	0	160
2025.08.29	16:05:00	3446.091	3448.429	3445.403	3446.254	894	0	160
2025.08.29	16:10:00	3446.169	3446.552	3443.921	3444.235	883	0	160
2025.08.29	16:15:00	3444.190	3445.035	3442.280	3442.684	961	0	160
2025.08.29	16:20:00	3442.736	3446.129	3442.460	3445.590	775	0	160
2025.08.29	16:25:00	3445.627	3446.338	3444.961	3445.617	532	0	160
2025.08.29	16:30:00	3445.644	3447.387	3445.279	3447.191	544	0	160
2025.08.29	16:35:00	3447.222	3447.632	3446.330	3446.592	563	0	160
2025.08.29	16:40:00	3446.569	3447.228	3445.271	3446.902	528	0	160
2025.08.29	16:45:00	3446.895	3447.120	3445.937	3446.243	521	0	160
2025.08.29	16:50:00	3446.290	3447.966	3446.290	3447.924	511	0	160
2025.08.29	16:55:00	3447.942	3449.363	3447.904	3449.165	562	0	160
2025.08.29	17:00:00	3449.114	3450.116	3448.152	3448.805	590	0	160
2025.08.29	17:05:00	3448.851	3449.916	3447.585	3447.700	594	0	160
2025.08.29	17:10:00	3447.661	3448.463	3447.158	3447.298	602	0	160
2025.08.29	17:15:00	3447.191	3450.149	3446.477	3449.488	753	0	160
2025.08.29	17:20:00	3449.530	3450.129	3448.644	3448.742	715	0	160
2025.08.29	17:25:00	3448.789	3449.457	3447.795	3448.082	799	0	160
2025.08.29	17:30:00	3448.068	3448.403	3447.147	3447.247	507	0	160
2025.08.29	17:35:00	3447.241	3447.488	3445.951	3446.058	457	0	160
2025.08.29	17:40:00	3446.072	3446.072	3443.758	3444.672	701	0	160
2025.08.29	17:45:00	3444.710	3445.283	3441.043	3441.043	826	0	160
2025.08.29	17:50:00	3441.013	3444.095	3440.988	3444.095	744	0	160
2025.08.29	17:55:00	3444.070	3445.227	3443.566	3443.714	588	0	160
2025.08.29	18:00:00	3443.751	3444.378	3441.685	3442.104	652	0	160
2025.08.29	18:05:00	3442.102	3442.885	3441.153	3442.760	626	0	160
2025.08.29	18:10:00	3442.785	3442.981	3441.010	3442.958	601	0	160
2025.08.29	18:15:00	3442.909	3443.946	3442.828	3443.582	391	0	160
2025.08.29	18:20:00	3443.566	3444.602	3442.669	3444.292	554	0	160
2025.08.29	18:25:00	3444.304	3445.624	3444.304	3444.612	469	0	160
2025.08.29	18:30:00	3444.646	3445.074	3444.065	3444.207	349	0	160
2025.08.29	18:35:00	3444.199	3445.680	3444.174	3444.804	435	0	160
2025.08.29	18:40:00	3444.768	3444.856	3443.564	3444.004	466	0	160
2025.08.29	18:45:00	3443.968	3445.323	3443.609	3445.308	464	0	160
2025.08.29	18:50:00	3445.298	3445.328	3443.010	3443.030	453	0	160
2025.08.29	18:55:00	3443.070	3444.349	3442.904	3442.929	447	0	160
2025.08.29	19:00:00	3442.910	3443.322	3441.607	3443.270	470	0	160
2025.08.29	19:05:00	3443.232	3443.917	3442.686	3443.157	397	0	160
2025.08.29	19:10:00	3443.160	3444.390	3443.011	3443.992	404	0	160
2025.08.29	19:15:00	3444.024	3445.818	3443.904	3444.389	453	0	160
2025.08.29	19:20:00	3444.318	3445.061	3443.822	3444.311	452	0	160
2025.08.29	19:25:00	3444.310	3444.834	3443.798	3444.228	440	0	160
2025.08.29	19:30:00	3444.263	3446.155	3443.676	3445.924	548	0	160
2025.08.29	19:35:00	3445.938	3446.932	3445.308	3446.594	546	0	160
2025.08.29	19:40:00	3446.560	3448.011	3446.043	3448.006	663	0	160
2025.08.29	19:45:00	3447.993	3450.696	3447.583	3450.301	895	0	160
2025.08.29	19:50:00	3450.305	3453.924	3450.270	3453.302	1011	0	160
2025.08.29	19:55:00	3453.264	3453.781	3452.015	3452.573	971	0	160
2025.08.29	20:00:00	3452.605	3452.734	3446.051	3447.419	1143	0	160
2025.08.29	20:05:00	3447.426	3448.549	3446.957	3447.275	612	0	160
2025.08.29	20:10:00	3447.233	3447.726	3445.768	3446.894	650	0	160
2025.08.29	20:15:00	3446.910	3447.571	3446.344	3447.518	426	0	160
2025.08.29	20:20:00	3447.531	3448.896	3447.460	3448.490	330	0	160
2025.08.29	20:25:00	3448.473	3450.346	3448.256	3450.067	418	0	160
2025.08.29	20:30:00	3450.043	3450.068	3447.840	3447.840	343	0	160
2025.08.29	20:35:00	3447.885	3448.532	3447.168	3448.152	337	0	160
2025.08.29	20:40:00	3448.122	3449.295	3447.725	3449.267	383	0	160
2025.08.29	20:45:00	3449.248	3449.248	3447.774	3447.910	318	0	160
2025.08.29	20:50:00	3447.871	3448.350	3447.687	3448.167	333	0	160
2025.08.29	20:55:00	3448.124	3448.882	3447.926	3448.035	237	0	160
2025.08.31	22:05:00	3445.866	3446.337	3442.459	3443.409	937	0	160
2025.08.31	22:10:00	3443.379	3447.585	3443.020	3446.157	787	0	160
2025.08.31	22:15:00	3446.130	3447.334	3445.717	3446.138	506	0	160
2025.08.31	22:20:00	3446.096	3447.024	3445.348	3446.894	420	0	160
2025.08.31	22:25:00	3446.913	3448.718	3446.787	3448.073	406	0	160
2025.08.31	22:30:00	3448.068	3451.297	3447.712	3451.272	612	0	160
2025.08.31	22:35:00	3451.254	3452.606	3450.576	3450.685	454	0	160
2025.08.31	22:40:00	3450.691	3450.973	3448.869	3449.744	506	0	160
2025.08.31	22:45:00	3449.807	3450.059	3449.067	3449.569	415	0	160
2025.08.31	22:50:00	3449.662	3450.433	3449.562	3450.154	252	0	160
2025.08.31	22:55:00	3450.116	3450.689	3449.916	3450.204	188	0	160
2025.08.31	23:00:00	3450.201	3450.550	3449.577	3450.261	266	0	160
2025.08.31	23:05:00	3450.310	3450.856	3449.668	3449.770	303	0	160
2025.08.31	23:10:00	3449.783	3449.963	3448.525	3448.930	456	0	160
2025.08.31	23:15:00	3448.903	3448.903	3446.768	3446.768	256	0	160
2025.08.31	23:20:00	3446.880	3447.638	3446.880	3447.216	262	0	160
2025.08.31	23:25:00	3447.137	3447.470	3446.580	3446.765	236	0	160
2025.08.31	23:30:00	3446.747	3447.138	3446.539	3446.696	203	0	160
2025.08.31	23:35:00	3446.738	3446.758	3445.528	3445.732	254	0	160
2025.08.31	23:40:00	3445.715	3445.892	3444.678	3445.383	291	0	160
2025.08.31	23:45:00	3445.378	3447.008	3445.083	3446.494	711	0	160
2025.08.31	23:50:00	3446.555	3449.382	3445.794	3448.487	642	0	160
2025.08.31	23:55:00	3448.450	3448.754	3447.648	3447.952	433	0	160
2025.09.01	00:00:00	3447.912	3447.912	3444.271	3444.636	927	0	160
2025.09.01	00:05:00	3444.631	3445.181	3443.452	3443.842	596	0	160
2025.09.01	00:10:00	3443.811	3444.267	3443.162	3443.616	429	0	160
2025.09.01	00:15:00	3443.564	3445.003	3443.417	3443.999	425	0	160
2025.09.01	00:20:00	3443.970	3445.152	3443.455	3443.936	450	0	160
2025.09.01	00:25:00	3443.955	3445.666	3442.710	3445.248	534	0	160
2025.09.01	00:30:00	3445.272	3446.026	3444.182	3444.338	432	0	160
2025.09.01	00:35:00	3444.337	3444.921	3444.052	3444.698	393	0	160
2025.09.01	00:40:00	3444.702	3445.382	3443.296	3443.529	583	0	160
2025.09.01	00:45:00	3443.543	3444.246	3442.962	3443.765	382	0	160
2025.09.01	00:50:00	3443.750	3443.959	3442.784	3443.263	408	0	160
2025.09.01	00:55:00	3443.216	3444.254	3443.069	3444.039	307	0	160
2025.09.01	01:00:00	3444.112	3445.548	3442.013	3443.238	854	0	160
2025.09.01	01:05:00	3443.272	3443.864	3439.750	3440.423	824	0	160
2025.09.01	01:10:00	3440.467	3440.753	3438.881	3439.521	737	0	160
2025.09.01	01:15:00	3439.500	3440.509	3439.133	3439.557	634	0	160
2025.09.01	01:20:00	3439.603	3439.653	3437.977	3438.832	627	0	160
2025.09.01	01:25:00	3438.757	3439.367	3437.028	3438.932	656	0	160
2025.09.01	01:30:00	3438.970	3442.604	3438.355	3441.713	654	0	160
2025.09.01	01:35:00	3441.672	3442.194	3439.875	3442.194	610	0	160
2025.09.01	01:40:00	3442.172	3447.079	3441.852	3447.032	823	0	160
2025.09.01	01:45:00	3447.004	3450.252	3446.403	3448.518	1203	0	160
2025.09.01	01:50:00	3448.495	3451.608	3448.252	3449.711	1153	0	160
2025.09.01	01:55:00	3449.725	3459.300	3449.433	3457.220	1556	0	160
2025.09.01	02:00:00	3457.272	3458.633	3455.170	3457.916	1453	0	160
2025.09.01	02:05:00	3457.859	3471.422	3457.583	3466.358	3594	0	160
2025.09.01	02:10:00	3466.404	3467.617	3458.077	3458.525	2277	0	160
2025.09.01	02:15:00	3458.600	3461.287	3455.835	3459.972	1773	0	160
2025.09.01	02:20:00	3459.947	3462.839	3457.802	3461.684	1511	0	160
2025.09.01	02:25:00	3461.714	3469.150	3461.714	3466.342	1650	0	160
2025.09.01	02:30:00	3466.370	3469.298	3465.418	3469.117	1755	0	160
2025.09.01	02:35:00	3469.079	3472.370	3467.953	3471.289	1958	0	160
2025.09.01	02:40:00	3471.252	3476.428	3471.125	3475.450	1762	0	160
2025.09.01	02:45:00	3475.431	3478.604	3474.337	3476.222	1496	0	160
2025.09.01	02:50:00	3476.183	3476.841	3474.315	3475.194	1553	0	160
2025.09.01	02:55:00	3475.093	3484.755	3474.696	3483.531	1992	0	160
2025.09.01	03:00:00	3483.591	3486.107	3478.241	3478.543	1872	0	160
2025.09.01	03:05:00	3478.576	3479.516	3473.876	3474.380	1638	0	160
2025.09.01	03:10:00	3474.468	3474.594	3469.726	3473.521	1761	0	160
2025.09.01	03:15:00	3473.416	3476.298	3471.789	3473.104	977	0	160
2025.09.01	03:20:00	3473.127	3473.861	3470.464	3473.346	1119	0	160
2025.09.01	03:25:00	3473.344	3473.899	3469.687	3471.671	899	0	160
2025.09.01	03:30:00	3471.635	3476.398	3471.406	3474.358	1353	0	160
2025.09.01	03:35:00	3474.315	3476.362	3472.955	3475.337	1073	0	160
2025.09.01	03:40:00	3475.343	3475.364	3473.437	3473.998	577	0	160
2025.09.01	03:45:00	3474.006	3475.649	3473.838	3475.073	566	0	160
2025.09.01	03:50:00	3475.121	3475.646	3473.508	3474.051	631	0	160
2025.09.01	03:55:00	3474.029	3475.209	3473.708	3474.523	524	0	160
2025.09.01	04:00:00	3474.491	3475.544	3474.003	3474.239	572	0	160
2025.09.01	04:05:00	3474.250	3474.676	3473.715	3474.567	421	0	160
2025.09.01	04:10:00	3474.524	3475.548	3473.567	3474.844	520	0	160
2025.09.01	04:15:00	3474.881	3475.264	3473.932	3475.097	373	0	160
2025.09.01	04:20:00	3475.096	3478.399	3475.096	3478.313	748	0	160
2025.09.01	04:25:00	3478.242	3479.419	3472.894	3474.022	929	0	160
2025.09.01	04:30:00	3474.052	3474.052	3472.185	3473.584	580	0	160
2025.09.01	04:35:00	3473.484	3475.628	3473.467	3475.102	632	0	160
2025.09.01	04:40:00	3475.182	3475.542	3474.357	3474.826	579	0	160
2025.09.01	04:45:00	3474.825	3475.452	3474.475	3475.082	451	0	160
2025.09.01	04:50:00	3475.069	3476.044	3474.936	3475.759	400	0	160
2025.09.01	04:55:00	3475.742	3475.916	3475.063	3475.134	316	0	160
2025.09.01	05:00:00	3475.028	3477.116	3474.702	3476.757	464	0	160
2025.09.01	05:05:00	3476.829	3477.787	3476.452	3477.447	474	0	160
2025.09.01	05:10:00	3477.492	3478.137	3474.541	3474.541	753	0	160
2025.09.01	05:15:00	3474.522	3477.159	3474.230	3477.122	533	0	160
2025.09.01	05:20:00	3477.148	3478.005	3476.008	3476.637	613	0	160
2025.09.01	05:25:00	3476.675	3478.538	3476.451	3478.126	573	0	160
2025.09.01	05:30:00	3478.164	3480.795	3477.096	3480.549	820	0	160
2025.09.01	05:35:00	3480.523	3482.790	3476.700	3476.990	860	0	160
2025.09.01	05:40:00	3476.947	3477.038	3474.595	3476.434	903	0	160
2025.09.01	05:45:00	3476.457	3481.674	3476.423	3480.303	1114	0	160
2025.09.01	05:50:00	3480.289	3481.247	3478.826	3480.028	759	0	160
